,Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,SOS,Rk,PTS.1,TS%,eFG%,Pos,Player-additional
89,Davion Mitchell,2018-19-RS,Baylor,Big 12,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Davion Mitchell,2019-20,Baylor,Big 12,SO,30.0,30.0,32.4,3.5,8.6,0.409,2.4,5.1,0.467,1.1,3.5,0.324,1.8,2.7,0.663,0.3,2.4,2.7,3.8,1.5,0.4,2.2,2.7,9.9,,9.13,,,,,,
91,Davion Mitchell,2020-21,Baylor,Big 12,JR,30.0,30.0,33.0,5.3,10.3,0.511,3.2,5.6,0.565,2.1,4.7,0.447,1.4,2.1,0.641,0.5,2.2,2.7,5.5,1.9,0.4,2.4,2.4,14.0,,7.4,,,,,,
92,Ziaire Williams,2020-21,Stanford,Pac-12,FR,20.0,14.0,27.9,3.8,10.2,0.374,2.7,6.2,0.427,1.2,4.0,0.291,2.0,2.5,0.796,0.5,4.1,4.6,2.2,0.9,0.6,2.9,2.4,10.7,,10.01,,,,,,
93,James Bouknight,2019-20,UConn,AAC,FR,28.0,16.0,25.9,4.6,9.9,0.462,3.7,7.3,0.502,0.9,2.6,0.347,3.0,3.6,0.822,1.6,2.5,4.1,1.3,0.8,0.2,1.8,2.6,13.0,,5.34,,,,,,
94,James Bouknight,2020-21,UConn,Big East,SO,15.0,14.0,31.7,6.5,14.6,0.447,5.1,9.6,0.528,1.5,5.0,0.293,4.2,5.4,0.778,1.5,4.1,5.7,1.8,1.1,0.3,2.8,1.9,18.7,,8.59,,,,,,
95,Joshua Primo,2020-21,Alabama,SEC,FR,30.0,19.0,22.5,2.8,6.5,0.431,1.4,2.7,0.5,1.4,3.8,0.381,1.1,1.5,0.75,1.0,2.3,3.4,0.8,0.6,0.3,1.4,1.7,8.1,,10.01,,,,,,
96,Chris Duarte,2019-20,Oregon,Pac-12,JR,28.0,28.0,30.1,4.5,10.9,0.414,2.8,5.9,0.482,1.7,5.0,0.336,2.2,2.8,0.795,1.5,4.1,5.6,1.6,1.7,0.5,1.5,1.6,12.9,,9.09,,,,,,
97,Chris Duarte,2020-21,Oregon,Pac-12,SR,26.0,26.0,34.1,6.2,11.6,0.532,3.8,6.0,0.631,2.3,5.5,0.424,2.5,3.0,0.81,0.7,3.9,4.6,2.7,1.9,0.8,2.3,1.4,17.1,,9.65,,,,,,
98,Moses Moody,2020-21,Arkansas,SEC,FR,32.0,32.0,33.8,5.2,12.1,0.427,3.3,7.0,0.478,1.8,5.1,0.358,4.7,5.8,0.812,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3,16.8,,7.18,,,,,,
99,Corey Kispert,2017-18,Gonzaga,WCC,FR,35.0,7.0,19.4,2.5,5.3,0.46,1.3,2.1,0.63,1.1,3.3,0.351,0.7,1.0,0.667,1.1,2.1,3.2,0.7,0.3,0.2,0.6,1.0,6.7,,2.6,,,,,,
100,Corey Kispert,2018-19,Gonzaga,WCC,SO,37.0,36.0,26.1,2.8,6.4,0.437,1.2,2.0,0.573,1.6,4.4,0.374,0.8,0.9,0.875,0.9,3.2,4.1,1.0,0.6,0.5,0.9,1.9,8.0,,5.01,,,,,,
101,Corey Kispert,2019-20,Gonzaga,WCC,JR,33.0,33.0,33.0,4.7,10.0,0.474,2.4,4.6,0.517,2.4,5.4,0.438,2.1,2.5,0.81,0.9,3.0,4.0,2.1,0.9,0.4,1.4,1.8,13.9,,3.13,,,,,,
102,Corey Kispert,2020-21,Gonzaga,WCC,SR,32.0,32.0,31.8,6.5,12.3,0.529,3.7,5.9,0.628,2.8,6.5,0.44,2.7,3.1,0.878,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7,18.6,,5.92,,,,,,
103,Trey Murphy III,2018-19,Rice,CUSA,FR,32.0,2.0,20.6,2.6,5.9,0.442,0.6,1.2,0.526,2.0,4.8,0.421,1.2,1.6,0.725,0.6,2.0,2.6,0.7,0.5,0.5,0.7,1.4,8.4,,-2.06,,,,,,
104,Trey Murphy III,2019-20,Rice,CUSA,SO,29.0,23.0,30.2,4.5,10.4,0.434,1.9,3.4,0.571,2.6,7.0,0.368,2.1,2.6,0.824,1.2,4.3,5.5,1.2,0.9,0.6,1.4,2.6,13.7,,-0.76,,,,,,
105,Trey Murphy III,2020-21,Virginia,ACC,JR,25.0,20.0,29.6,3.8,7.6,0.503,1.8,2.8,0.62,2.1,4.8,0.433,1.5,1.6,0.927,0.6,2.8,3.4,1.2,0.8,0.4,0.8,2.0,11.3,,7.59,,,,,,
106,Tre Mann,2019-20,Florida,SEC,FR,29.0,4.0,17.8,2.0,5.5,0.356,1.2,2.8,0.438,0.8,2.8,0.275,0.7,1.0,0.655,0.3,1.6,1.9,0.7,0.6,0.1,1.1,1.8,5.3,,9.1,,,,,,
107,Tre Mann,2020-21,Florida,SEC,SO,24.0,24.0,32.4,5.5,12.1,0.459,3.7,7.4,0.494,1.9,4.7,0.402,3.1,3.7,0.831,0.7,5.0,5.6,3.5,1.4,0.1,2.8,2.4,16.0,,9.82,,,,,,
108,Kai Jones,2019-20,Texas,Big 12,FR,27.0,10.0,16.7,1.4,2.8,0.5,1.1,1.9,0.596,0.3,0.9,0.292,0.5,0.8,0.636,1.0,2.2,3.2,0.4,0.5,1.1,0.9,2.0,3.6,,9.6,,,,,,
109,Kai Jones,2020-21,Texas,Big 12,SO,26.0,4.0,22.8,3.2,5.5,0.58,2.7,4.2,0.642,0.5,1.3,0.382,2.0,2.8,0.689,2.0,2.9,4.8,0.6,0.8,0.9,1.4,2.7,8.8,,9.36,,,,,,
110,Jalen Johnson,2020-21,Duke,ACC,FR,13.0,8.0,21.4,4.4,8.4,0.523,3.8,7.0,0.538,0.6,1.4,0.444,1.8,2.9,0.632,1.5,4.5,6.1,2.2,1.2,1.2,2.5,2.2,11.2,,8.33,,,,,,
111,Keon Johnson,2020-21,Tennessee,SEC,FR,27.0,17.0,25.5,4.1,9.1,0.449,3.6,7.4,0.492,0.5,1.8,0.271,2.6,3.7,0.703,1.1,2.4,3.5,2.5,1.1,0.4,2.6,2.4,11.3,,8.46,,,,,,
112,Isaiah Jackson,2020-21,Kentucky,SEC,FR,25.0,18.0,20.8,3.0,5.5,0.54,3.0,5.4,0.548,0.0,0.1,0.0,2.5,3.6,0.7,2.1,4.5,6.6,0.7,0.8,2.6,1.5,3.0,8.4,,11.49,,,,,,
113,Josh Christopher,2020-21,Arizona State,Pac-12,FR,15.0,15.0,29.7,5.1,11.7,0.432,3.9,7.8,0.496,1.2,3.9,0.305,2.9,3.7,0.8,0.7,4.1,4.7,1.4,1.5,0.5,1.7,3.2,14.3,,10.24,,,,,,
114,Quentin Grimes,2018-19,Kansas,Big 12,FR,36.0,36.0,27.4,2.9,7.7,0.384,1.4,3.3,0.444,1.5,4.4,0.34,1.0,1.6,0.603,0.5,2.0,2.5,2.0,0.6,0.2,1.9,2.4,8.4,,12.79,,,,,,
115,Quentin Grimes,2019-20,Houston,AAC,SO,30.0,21.0,27.9,4.2,9.6,0.443,2.8,5.3,0.538,1.4,4.3,0.326,2.3,3.4,0.66,0.7,3.0,3.7,2.6,0.8,0.2,2.3,2.3,12.1,,6.3,,,,,,
116,Quentin Grimes,2020-21,Houston,AAC,JR,30.0,30.0,32.8,5.8,14.2,0.406,2.4,5.9,0.41,3.3,8.3,0.403,3.0,3.8,0.788,1.6,4.1,5.7,2.0,1.4,0.3,1.8,2.2,17.8,,5.37,,,,,,
117,Bones Hyland,2019-20,VCU,A-10,FR,31.0,9.0,20.6,3.2,7.5,0.433,1.2,2.8,0.43,2.0,4.7,0.434,0.5,0.8,0.667,0.3,1.9,2.2,1.8,0.8,0.3,1.2,2.3,9.0,,4.08,,,,,,
118,Bones Hyland,2020-21,VCU,A-10,SO,24.0,24.0,31.9,6.3,14.2,0.447,3.5,6.4,0.539,2.9,7.8,0.371,3.9,4.5,0.862,0.2,4.5,4.7,2.1,1.9,0.2,3.1,2.2,19.5,,4.76,,,,,,
119,Cam Thomas,2020-21,LSU,SEC,FR,29.0,29.0,34.0,7.0,17.2,0.406,4.7,10.0,0.464,2.3,7.2,0.325,6.7,7.6,0.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4,23.0,,9.14,,,,,,
120,Jaden Springer,2020-21,Tennessee,SEC,FR,25.0,15.0,25.9,4.2,9.1,0.467,3.4,7.2,0.475,0.8,1.8,0.435,3.2,4.0,0.81,1.0,2.5,3.5,2.9,1.2,0.4,2.4,2.0,12.5,,8.46,,,,,,
121,Day'Ron Sharpe,2020-21,UNC,ACC,FR,29.0,4.0,19.2,3.9,7.4,0.519,3.9,7.4,0.523,0.0,0.1,0.0,1.8,3.5,0.505,3.3,4.2,7.6,1.4,0.8,0.9,2.0,2.0,9.5,,9.52,,,,,,
122,Santi Aldama,2019-20,Loyola (MD),Patriot,FR,10.0,9.0,30.4,6.1,13.3,0.459,4.8,7.3,0.658,1.3,6.0,0.217,1.7,3.3,0.515,1.5,6.1,7.6,2.1,0.9,1.7,2.3,2.3,15.2,,-7.23,,,,,,
123,Santi Aldama,2020-21,Loyola (MD),Patriot,SO,17.0,17.0,35.0,7.9,15.5,0.513,6.1,10.4,0.585,1.9,5.1,0.368,3.5,5.1,0.686,1.8,8.3,10.1,2.3,1.0,1.7,3.2,1.9,21.2,,-3.47,,,,,,
124,Jeremiah Robinson-Earl,2019-20,Villanova,Big East,FR,31.0,31.0,32.7,3.6,8.0,0.454,3.0,6.0,0.497,0.7,2.1,0.328,2.5,3.1,0.814,2.5,6.8,9.4,1.9,1.1,0.5,2.2,2.3,10.5,,10.03,,,,,,
125,Jeremiah Robinson-Earl,2020-21,Villanova,Big East,SO,25.0,25.0,34.5,6.2,12.5,0.497,5.3,9.2,0.574,0.9,3.3,0.28,2.4,3.4,0.714,2.5,6.0,8.5,2.2,1.0,0.6,1.6,2.3,15.7,,9.19,,,,,,
126,Jason Preston,2018-19,Ohio,MAC,FR,30.0,21.0,29.5,2.4,5.5,0.434,2.1,3.9,0.525,0.3,1.6,0.208,0.9,1.1,0.765,0.7,2.9,3.6,3.4,0.8,0.1,1.2,1.0,6.0,,3.16,,,,,,
127,Jason Preston,2019-20,Ohio,MAC,SO,32.0,32.0,38.1,6.3,12.3,0.515,5.2,9.5,0.548,1.2,2.8,0.407,3.0,4.1,0.725,0.7,5.7,6.4,7.4,1.4,0.1,3.7,1.2,16.8,,0.17,,,,,,
128,Jason Preston,2020-21,Ohio,MAC,JR,20.0,20.0,34.6,6.4,12.4,0.514,4.8,8.3,0.576,1.6,4.1,0.39,1.4,2.4,0.596,1.1,6.2,7.3,7.3,1.5,0.3,3.0,1.4,15.7,,-0.57,,,,,,
129,Herbert Jones,2017-18,Alabama,SEC,FR,35.0,13.0,21.2,1.7,4.1,0.408,1.5,3.3,0.44,0.2,0.7,0.269,0.7,1.4,0.5,0.8,2.7,3.5,1.4,1.3,0.6,1.6,2.7,4.2,,10.64,,,,,,
130,Herbert Jones,2018-19,Alabama,SEC,SO,34.0,29.0,21.1,2.3,5.5,0.422,2.1,4.9,0.44,0.2,0.6,0.286,1.5,3.1,0.495,1.1,2.4,3.5,2.0,0.9,0.6,2.0,2.8,6.4,,9.01,,,,,,
131,Herbert Jones,2019-20,Alabama,SEC,JR,27.0,26.0,26.5,2.7,5.7,0.484,2.7,5.1,0.525,0.0,0.5,0.071,2.4,3.9,0.625,2.0,4.4,6.4,2.3,1.3,0.7,1.9,3.6,7.9,,8.12,,,,,,
132,Herbert Jones,2020-21,Alabama,SEC,SR,33.0,33.0,27.3,3.9,8.8,0.446,3.3,7.0,0.47,0.6,1.7,0.351,2.8,3.9,0.713,2.5,4.1,6.6,3.3,1.7,1.1,2.8,2.8,11.2,,10.01,,,,,,
133,Miles McBride,2019-20,West Virginia,Big 12,FR,31.0,2.0,22.2,3.3,8.2,0.402,2.5,5.6,0.446,0.8,2.5,0.304,2.2,2.9,0.747,0.5,1.8,2.4,1.8,1.1,0.5,1.3,1.7,9.5,,10.64,,,,,,
134,Miles McBride,2020-21,West Virginia,Big 12,SO,29.0,28.0,34.2,5.4,12.6,0.431,3.8,8.7,0.439,1.6,3.8,0.414,3.4,4.2,0.813,1.2,2.7,3.9,4.8,1.9,0.3,1.8,1.7,15.9,,10.05,,,,,,
135,JT Thor,2020-21,Auburn,SEC,FR,27.0,27.0,23.0,3.1,7.1,0.44,2.3,4.3,0.53,0.8,2.7,0.297,2.3,3.1,0.741,1.6,3.4,5.0,0.9,0.8,1.4,1.6,2.0,9.4,,9.28,,,,,,
136,Ayo Dosunmu,2018-19,Illinois,Big Ten,FR,32.0,32.0,31.3,5.1,11.7,0.435,3.5,7.3,0.485,1.6,4.4,0.352,2.1,3.0,0.695,0.7,3.3,4.0,3.3,1.3,0.3,2.3,2.0,13.8,,11.53,,,,,,
137,Ayo Dosunmu,2019-20,Illinois,Big Ten,SO,30.0,30.0,33.5,6.5,13.5,0.484,5.6,10.2,0.544,1.0,3.3,0.296,2.6,3.4,0.755,0.6,3.7,4.3,3.3,0.8,0.2,2.7,1.7,16.6,,9.84,,,,,,
138,Ayo Dosunmu,2020-21,Illinois,Big Ten,JR,28.0,28.0,35.1,7.5,15.4,0.488,6.4,12.4,0.511,1.1,2.9,0.39,4.0,5.1,0.783,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1,20.1,,11.34,,,,,,
139,Neemias Queta,2018-19,Utah State,MWC,FR,35.0,35.0,27.1,4.8,7.8,0.614,4.7,7.6,0.618,0.1,0.1,0.4,2.2,3.9,0.565,2.5,6.4,8.9,1.6,0.7,2.4,2.3,3.1,11.8,,0.89,,,,,,
140,Neemias Queta,2019-20,Utah State,MWC,SO,22.0,20.0,26.7,4.9,7.9,0.624,4.9,7.8,0.622,0.0,0.0,1.0,3.1,4.7,0.67,2.0,5.8,7.8,1.9,0.4,1.7,3.1,2.3,13.0,,4.04,,,,,,
141,Neemias Queta,2020-21,Utah State,MWC,JR,29.0,29.0,30.0,5.8,10.3,0.559,5.8,10.2,0.562,0.0,0.1,0.0,3.4,4.8,0.707,2.9,7.3,10.1,2.7,1.1,3.3,2.4,2.4,14.9,,1.32,,,,,,
142,Jared Butler,2018-19,Baylor,Big 12,FR,34.0,21.0,26.8,3.4,8.7,0.395,1.7,3.7,0.456,1.8,5.0,0.351,1.6,2.0,0.794,0.6,2.5,3.1,2.7,1.0,0.1,2.0,2.3,10.2,,9.26,,,,,,
143,Jared Butler,2019-20,Baylor,Big 12,SO,30.0,30.0,30.4,5.6,13.2,0.421,3.0,6.5,0.462,2.6,6.7,0.381,2.3,3.0,0.775,0.5,2.7,3.2,3.1,1.6,0.1,2.4,2.5,16.0,,9.13,,,,,,
144,Jared Butler,2020-21,Baylor,Big 12,JR,30.0,30.0,30.3,5.9,12.5,0.471,3.3,6.4,0.524,2.6,6.2,0.416,2.4,3.0,0.78,0.4,2.9,3.3,4.8,2.0,0.4,2.8,2.4,16.7,,7.4,,,,,,
145,Joe Wieskamp,2018-19,Iowa,Big Ten,FR,35.0,35.0,27.7,3.6,7.3,0.488,1.9,3.3,0.564,1.7,4.0,0.424,2.3,2.9,0.767,1.4,3.5,4.9,1.1,0.9,0.5,1.1,1.9,11.1,,9.84,,,,,,
146,Joe Wieskamp,2019-20,Iowa,Big Ten,SO,31.0,31.0,32.5,4.6,10.9,0.427,3.0,6.0,0.492,1.7,4.8,0.347,3.1,3.6,0.856,1.5,4.6,6.1,1.6,1.0,0.5,1.6,1.5,14.0,,10.62,,,,,,
147,Joe Wieskamp,2020-21,Iowa,Big Ten,JR,31.0,31.0,29.3,5.2,10.6,0.491,2.8,5.5,0.518,2.4,5.1,0.462,2.1,3.1,0.677,1.2,5.5,6.6,1.7,0.9,0.3,1.4,1.5,14.8,,10.43,,,,,,
148,Isaiah Livers,2017-18,Michigan,Big Ten,FR,40.0,22.0,15.1,1.4,2.9,0.474,0.8,1.4,0.589,0.5,1.5,0.362,0.2,0.3,0.667,0.9,1.4,2.3,0.4,0.3,0.3,0.6,1.1,3.4,,9.41,,,,,,
149,Isaiah Livers,2018-19,Michigan,Big Ten,SO,35.0,3.0,22.6,2.8,5.7,0.487,1.3,2.2,0.584,1.5,3.5,0.426,0.9,1.2,0.78,0.7,3.2,3.9,0.7,0.7,0.5,0.7,1.7,7.9,,10.55,,,,,,
150,Isaiah Livers,2019-20,Michigan,Big Ten,JR,21.0,21.0,31.5,4.4,9.9,0.447,2.5,5.0,0.491,2.0,4.9,0.402,2.1,2.2,0.957,0.8,3.2,4.0,1.1,0.4,0.7,0.9,2.3,12.9,,11.17,,,,,,
151,Isaiah Livers,2020-21,Michigan,Big Ten,SR,23.0,23.0,31.6,4.4,9.7,0.457,2.3,4.7,0.486,2.2,5.0,0.431,2.0,2.3,0.87,1.1,4.9,6.0,2.0,0.6,0.7,1.1,1.6,13.1,,11.25,,,,,,
152,Greg Brown III,2020-21,Texas,Big 12,FR,26.0,24.0,20.6,3.1,7.4,0.42,2.0,3.9,0.5,1.2,3.5,0.33,2.0,2.8,0.708,1.2,5.0,6.2,0.4,0.6,1.0,2.3,3.0,9.3,,9.36,,,,,,
153,Kessler Edwards,2018-19,Pepperdine,WCC,FR,34.0,27.0,28.8,3.5,8.1,0.438,2.1,4.1,0.504,1.5,4.0,0.37,1.3,1.8,0.694,1.2,4.2,5.4,1.0,1.1,1.0,1.4,2.4,9.8,,0.63,,,,,,
154,Kessler Edwards,2019-20,Pepperdine,WCC,SO,31.0,31.0,32.7,4.5,9.6,0.471,2.7,5.5,0.497,1.8,4.1,0.437,2.8,3.6,0.761,2.5,4.9,7.4,1.5,0.9,1.8,1.5,2.6,13.6,,3.6,,,,,,
155,Kessler Edwards,2020-21,Pepperdine,WCC,JR,27.0,26.0,33.9,6.1,12.4,0.491,4.4,8.0,0.553,1.7,4.4,0.378,3.4,3.9,0.876,1.2,5.6,6.8,1.2,1.0,1.2,1.8,2.1,17.2,,5.01,,,,,,
156,Dalano Banton,2018-19,Western Kentucky,CUSA,FR,31.0,12.0,15.1,1.3,3.1,0.402,1.0,1.9,0.517,0.3,1.2,0.216,0.6,1.1,0.559,0.5,2.5,3.0,2.1,0.5,0.5,1.7,0.9,3.4,,0.96,,,,,,
157,Dalano Banton,2019-20-RS,Nebraska,Big Ten,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Dalano Banton,2020-21,Nebraska,Big Ten,SO,27.0,22.0,27.3,3.3,8.1,0.411,2.6,5.1,0.507,0.7,3.0,0.247,2.1,3.3,0.659,1.0,4.9,5.9,3.9,1.0,0.9,2.5,2.1,9.6,,12.28,,,,,,
159,David Johnson,2019-20,Louisville,ACC,FR,27.0,4.0,16.0,2.6,5.3,0.493,2.4,4.5,0.545,0.2,0.9,0.217,0.9,1.5,0.6,1.1,1.7,2.8,2.8,0.7,0.3,1.9,1.7,6.3,,7.55,,,,,,
160,David Johnson,2020-21,Louisville,ACC,SO,19.0,19.0,35.1,4.7,11.5,0.411,3.1,7.2,0.426,1.7,4.4,0.386,1.5,2.1,0.7,0.9,4.9,5.8,3.2,1.1,0.3,3.2,2.7,12.6,,8.9,,,,,,
161,Sharife Cooper,2020-21,Auburn,SEC,FR,12.0,12.0,33.1,6.0,15.3,0.391,4.9,10.6,0.465,1.1,4.8,0.228,7.1,8.6,0.825,0.7,3.6,4.3,8.1,1.0,0.3,4.2,2.7,20.2,,9.28,,,,,,
162,Marcus Zegarowski,2018-19,Creighton,Big East,FR,32.0,16.0,28.6,3.5,7.7,0.453,1.6,3.3,0.491,1.9,4.4,0.426,1.6,2.0,0.769,0.5,2.7,3.2,3.4,0.9,0.0,1.8,1.9,10.4,,8.59,,,,,,
163,Marcus Zegarowski,2019-20,Creighton,Big East,SO,31.0,30.0,34.6,5.9,12.0,0.488,3.5,6.3,0.546,2.4,5.7,0.424,2.0,2.6,0.763,0.2,3.6,3.8,5.0,1.1,0.1,2.6,2.0,16.1,,9.61,,,,,,
164,Marcus Zegarowski,2020-21,Creighton,Big East,JR,29.0,29.0,33.6,5.6,12.0,0.464,2.8,5.5,0.516,2.8,6.6,0.421,1.9,2.4,0.786,0.3,3.3,3.6,4.3,1.3,0.1,2.1,1.9,15.8,,8.54,,,,,,
165,Filip Petrušev,2018-19,Gonzaga,WCC,FR,32.0,0.0,11.4,2.1,3.8,0.554,1.8,2.8,0.637,0.3,0.9,0.3,2.0,2.3,0.853,0.7,2.0,2.7,0.3,0.2,0.5,0.6,1.5,6.5,,5.01,,,,,,
166,Filip Petrušev,2019-20,Gonzaga,WCC,SO,33.0,33.0,25.9,6.3,11.3,0.562,6.3,10.9,0.573,0.1,0.3,0.182,4.7,7.2,0.655,2.4,5.6,7.9,1.5,0.6,0.8,2.1,1.7,17.5,,3.13,,,,,,
167,Brandon Boston Jr.,2020-21,Kentucky,SEC,FR,25.0,24.0,30.4,4.1,11.6,0.355,2.9,7.6,0.384,1.2,4.0,0.3,2.0,2.6,0.785,1.3,3.2,4.5,1.6,1.3,0.2,1.4,2.0,11.5,,11.49,,,,,,
168,Luka Garza,2017-18,Iowa,Big Ten,FR,33.0,26.0,21.7,4.4,7.9,0.557,3.9,6.5,0.602,0.5,1.4,0.348,2.8,4.1,0.681,2.4,4.0,6.4,1.1,0.3,1.0,1.1,2.4,12.1,,7.13,,,,,,
169,Luka Garza,2018-19,Iowa,Big Ten,SO,32.0,30.0,23.7,4.9,9.2,0.531,4.2,6.9,0.608,0.7,2.3,0.292,2.7,3.3,0.804,1.8,2.7,4.5,0.9,0.3,0.5,1.3,2.3,13.1,,9.84,,,,,,
170,Luka Garza,2019-20,Iowa,Big Ten,JR,31.0,31.0,32.0,9.3,17.1,0.542,8.0,13.6,0.589,1.3,3.5,0.358,4.1,6.3,0.651,3.6,6.3,9.8,1.2,0.8,1.8,1.8,2.5,23.9,,10.62,,,,,,
171,Luka Garza,2020-21,Iowa,Big Ten,SR,31.0,31.0,31.5,9.1,16.4,0.553,7.6,13.2,0.581,1.4,3.2,0.44,4.5,6.4,0.709,3.0,5.7,8.7,1.7,0.7,1.6,1.5,2.3,24.1,,10.43,,,,,,
172,Charles Bassey,2018-19,Western Kentucky,CUSA,FR,34.0,34.0,31.4,5.5,8.8,0.627,5.3,8.2,0.639,0.3,0.6,0.45,3.2,4.2,0.769,2.9,7.1,10.0,0.7,0.8,2.4,2.9,2.6,14.6,,0.96,,,,,,
173,Charles Bassey,2019-20-RS,Western Kentucky,CUSA,SO,10.0,10.0,28.1,5.7,10.7,0.533,5.5,9.5,0.579,0.2,1.2,0.167,3.7,4.7,0.787,2.8,6.4,9.2,1.3,0.8,1.6,2.3,2.7,15.3,,0.96,,,,,,
174,Charles Bassey,2020-21,Western Kentucky,CUSA,JR,28.0,28.0,30.4,6.9,11.8,0.59,6.3,9.6,0.652,0.6,2.1,0.305,3.1,4.1,0.759,3.3,8.3,11.6,0.7,0.4,3.1,2.2,2.4,17.6,,0.5,,,,,,
175,Sandro Mamukelashvili,2017-18,Seton Hall,Big East,FR,34.0,0.0,9.6,0.9,2.0,0.471,0.7,1.2,0.585,0.2,0.8,0.296,0.4,0.7,0.6,0.8,1.1,1.9,0.5,0.2,0.5,0.4,1.5,2.6,,10.11,,,,,,
176,Sandro Mamukelashvili,2018-19,Seton Hall,Big East,SO,34.0,34.0,29.2,3.1,7.2,0.437,2.3,4.5,0.52,0.8,2.7,0.301,1.8,2.9,0.612,2.2,5.6,7.8,1.6,0.6,1.2,1.5,2.6,8.9,,8.34,,,,,,
177,Sandro Mamukelashvili,2019-20,Seton Hall,Big East,JR,20.0,18.0,26.1,4.8,8.8,0.54,3.6,6.2,0.585,1.2,2.7,0.434,1.3,1.9,0.658,2.1,3.9,6.0,1.4,0.5,0.6,1.4,2.4,11.9,,9.95,,,,,,
178,Sandro Mamukelashvili,2020-21,Seton Hall,Big East,SR,27.0,27.0,35.6,6.2,14.3,0.434,4.7,9.7,0.481,1.6,4.6,0.336,3.5,4.9,0.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,1.7,17.5,,9.53,,,,,,
179,Aaron Wiggins,2018-19,Maryland,Big Ten,FR,34.0,4.0,23.5,2.9,7.4,0.385,1.0,3.0,0.343,1.8,4.4,0.413,0.8,0.9,0.867,1.0,2.3,3.3,0.8,0.8,0.2,0.8,1.7,8.3,,10.09,,,,,,
180,Aaron Wiggins,2019-20,Maryland,Big Ten,SO,31.0,16.0,28.6,3.6,9.7,0.377,1.9,4.3,0.451,1.7,5.4,0.317,1.4,1.9,0.717,1.1,3.7,4.9,1.4,0.8,0.4,1.6,1.5,10.4,,10.5,,,,,,
181,Aaron Wiggins,2020-21,Maryland,Big Ten,JR,31.0,30.0,33.0,5.3,11.9,0.446,3.5,6.8,0.514,1.8,5.2,0.356,2.0,2.5,0.772,1.1,4.7,5.8,2.5,1.1,0.5,2.0,2.0,14.5,,11.97,,,,,,
182,Scottie Lewis,2019-20,Florida,SEC,FR,30.0,22.0,29.1,2.8,6.3,0.441,2.0,4.2,0.48,0.7,2.0,0.361,2.2,2.7,0.817,1.0,2.6,3.6,0.8,1.2,1.2,1.1,2.2,8.5,,9.1,,,,,,
183,Scottie Lewis,2020-21,Florida,SEC,SO,21.0,9.0,25.6,2.7,6.1,0.445,2.0,4.0,0.512,0.7,2.1,0.318,1.8,2.6,0.673,0.8,2.3,3.1,1.5,1.6,1.0,1.9,2.5,7.9,,9.82,,,,,,
184,Balša Koprivica,2019-20,Florida State,ACC,FR,27.0,0.0,10.3,1.9,2.7,0.699,1.9,2.7,0.699,0.0,0.0,,0.9,1.4,0.658,1.1,1.3,2.4,0.3,0.3,0.3,0.6,1.5,4.7,,7.64,,,,,,
185,Balša Koprivica,2020-21,Florida State,ACC,SO,24.0,20.0,19.5,3.7,6.1,0.599,3.6,6.1,0.596,0.0,0.0,1.0,1.8,2.5,0.689,2.1,3.5,5.6,0.8,0.3,1.4,1.3,2.6,9.1,,9.16,,,,,,
186,Jericho Sims,2017-18,Texas,Big 12,FR,34.0,11.0,18.5,2.1,3.4,0.607,2.1,3.4,0.612,0.0,0.0,0.0,0.9,2.0,0.426,1.1,2.8,3.9,0.2,0.3,0.5,0.8,1.8,5.0,,10.67,,,,,,
187,Jericho Sims,2018-19,Texas,Big 12,SO,35.0,16.0,14.9,1.7,2.9,0.569,1.7,2.9,0.569,0.0,0.0,,0.9,1.4,0.6,1.3,2.3,3.6,0.2,0.2,0.5,1.0,1.8,4.2,,11.46,,,,,,
188,Jericho Sims,2019-20,Texas,Big 12,JR,24.0,24.0,27.3,4.3,6.5,0.658,4.3,6.5,0.658,0.0,0.0,,1.2,2.0,0.592,2.9,5.3,8.2,0.8,0.4,1.2,1.5,2.8,9.7,,9.6,,,,,,
189,Jericho Sims,2020-21,Texas,Big 12,SR,26.0,26.0,24.5,3.6,5.2,0.696,3.6,5.2,0.696,0.0,0.0,,2.0,3.8,0.52,2.2,5.1,7.2,0.7,0.7,1.1,1.6,2.5,9.2,,9.36,,,,,,
190,RaiQuan Gray,2018-19,Florida State,ACC,FR,36.0,4.0,12.3,1.4,3.2,0.435,1.1,2.3,0.482,0.3,0.9,0.313,0.9,1.2,0.721,0.6,1.7,2.3,0.8,0.8,0.2,0.9,1.7,3.9,,10.26,,,,,,
191,RaiQuan Gray,2019-20,Florida State,ACC,SO,29.0,24.0,19.5,2.0,5.1,0.392,1.7,3.7,0.458,0.3,1.4,0.22,1.7,2.4,0.696,1.0,2.8,3.8,1.4,1.1,0.7,1.8,2.3,6.0,,7.64,,,,,,
